T15,Gross Value added by kind of economic activity,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
630,Puerto Rico,2010,Industry (% of gross value added),50.7,Data classified according to ISIC Rev. 4.;At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
630,Puerto Rico,2015,Industry (% of gross value added),51.1,Data classified according to ISIC Rev. 4.;At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
630,Puerto Rico,2018,Industry (% of gross value added),50.6,Data classified according to ISIC Rev. 4.;At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
630,Puerto Rico,2019,Industry (% of gross value added),50.8,Data classified according to ISIC Rev. 4.;At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
630,Puerto Rico,2020,Industry (% of gross value added),50.8,Data classified according to ISIC Rev. 4.;At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
630,Puerto Rico,1995,Services (% of gross value added),51.4,Data classified according to ISIC Rev. 4.;At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
630,Puerto Rico,2005,Services (% of gross value added),52.1,Data classified according to ISIC Rev. 4.;At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
630,Puerto Rico,2010,Services (% of gross value added),48.4,Data classified according to ISIC Rev. 4.;At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
630,Puerto Rico,2015,Services (% of gross value added),48.0,Data classified according to ISIC Rev. 4.;At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
630,Puerto Rico,2018,Services (% of gross value added),48.7,Data classified according to ISIC Rev. 4.;At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
630,Puerto Rico,2019,Services (% of gross value added),48.5,Data classified according to ISIC Rev. 4.;At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
630,Puerto Rico,2020,Services (% of gross value added),48.6,Data classified according to ISIC Rev. 4.;At producers' prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
634,Qatar,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.0,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
634,Qatar,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.1,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
634,Qatar,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.1,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
634,Qatar,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.2,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
634,Qatar,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.2,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
634,Qatar,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.2,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
634,Qatar,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.3,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
634,Qatar,1995,Industry (% of gross value added),53.0,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes publishing activities. Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
634,Qatar,2005,Industry (% of gross value added),74.6,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes publishing activities. Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
634,Qatar,2010,Industry (% of gross value added),67.5,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes publishing activities. Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
634,Qatar,2015,Industry (% of gross value added),55.4,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes publishing activities. Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
634,Qatar,2018,Industry (% of gross value added),58.2,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes publishing activities. Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
634,Qatar,2019,Industry (% of gross value added),54.8,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes publishing activities. Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
634,Qatar,2020,Industry (% of gross value added),48.6,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes publishing activities. Includes irrigation canals.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
634,Qatar,1995,Services (% of gross value added),46.0,Data classified according to ISIC Rev. 4.;At producers' prices.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
